language_name,yesterday,today,tomorrow,the day,the day before yesterday,the day after tomorrow,two days,two days before now,two days after now,four days,four days before now,four days from now,three days,three days before now,three days from now,value_yesterday,value_today,value_tomorrow,value_day_after_tomorrow,value_day_before_yesterday,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Family,Genus,Country_ID,society_ID,society,dominant subsistence type,,Macroarea,Subsistence economy: gathering [EA001],Subsistence economy: hunting [EA002],Subsistence economy: fishing [EA003],Subsistence economy: animal husbandry [EA004],Subsistence economy: agriculture [EA005],,,Population size [EA202],,Mean size of local communities [EA031],,,,,,,,,,,,
Sotho (Northern),maabane,lehono,gosasa,letšatši leo,letšatši pele ga maabane,letšatši la ka morago ga gosasa,matšatši a mabedi,matšatši a mabedi pele ga bjale,matšatši a mabedi ka morago ga bjale,matšatši a mane,matšatši a mane pele ga bjale,matšatši a mane go tloga bjale,matšatši a mararo,matšatši a mararo pele ga bjale,matšatši a mararo go tloga bjale,1,1,1,0.5,0.5,Africa,-24,29,pedi1238,nso,Niger-Congo,Bantu,ZA,Ab15,Pedi,tswe1238,Tswene,Southern Africa,0-5%,6-15%,0-5%,26-35%,56-65%,1860,,100000,1931,200-399,1920,,,,,,,,,,,
Southern Sotho,maobane,kajeno,hosane,letsatsi,letsatsi pele ho maobane,hosane ka mora hosasane,matsatsi a mabeli,matsatsi a mabeli pele ho joale,matsatsi a mabeli hamorao,matsatsi a mane,matsatsi a mane pele ho jwale,matsatsi a mane ho tloha joale,matsatsi a mararo,matsatsi a mararo pele ho jwale,matsatsi a mararo ho tloha joale,1,1,1,0.5,0,Africa,-28,27,sout2807,sot,Niger-Congo,Bantu,LS ZA,Ab8,Sotho,sout2807,Southern Sotho,Southern Africa,6-15%,6-15%,0-5%,26-35%,46-55%,1860,Basuto,900000,1953,200-399,,,,,,,,,,,,
Nuer,pan,ɛnwa̱lɛ,irun,kɛ cäŋ,kɛ cäŋ ëë nhiam,kɛ cäŋ kä ruun,ni̱n da̱ŋ rɛw,kɛ ni̱n da̱ŋ rɛw ɛ ŋot /kenɛ ni̱ cop,kɛ kɔr ni̱ni da̱ŋ rɛw ɛntäämɛ,ni̱n da̱ŋ ŋuaan,kɛ ni̱n da̱ŋ ŋuaan ɛ ŋot /kenɛ ni̱ cop,kɛ ni̱n da̱ŋ ŋuaan ɛ tuɔɔk ni̱ ɛntäämɛ,kɛ ni̱n da̱ŋ diɔ̱k,kɛ ni̱n diɔ̱k ɛ ŋot /kenɛ ni cop ɛntäämɛ,kɛ ni̱n da̱ŋ diɔ̱k ɛ tuɔɔk ni̱ ɛntäämɛ,1,1,1,0.5,0,Africa,8.333333333,32,nuer1246,nus,Nilo-Saharan,Western Nilotic,ET SS,Aj3,Nuer,nuer1246,Nuer,Northeast Tropical Africa,0-5%,0-5%,6-15%,46-55%,36-45%,1930,,430000,1931,,,,,,,,,,,,,
Occitan,ièr,uèi,deman,lo jorn,l'endeman d'abans,l'endeman,dos jorns,dos jorns abans ara,dos jorns après ara,quatre jorns,quatre jorns abans ara,d'ara enlà quatre jorns,tres jorns,tres jorns abans ara,d'ara enlà tres jorns,1,1,1,0,0,Eurasia,44,2,occi1239,oci,Indo-European,Romance,FR,,,,,,None,,,,,,,,,,,,,,,,,,,,,
Oriya,ଗତକାଲି,ଆଜି,ଆସନ୍ତାକାଲି,ଦିନ,ଗତକାଲି,ଆସନ୍ତାକାଲି,ଦୁଇ ଦିନ,ବର୍ତ୍ତମାନ ଦୁଇ ଦିନ ପୂର୍ବରୁ |,ଦୁଇ ଦିନ ପରେ,ଚାରି ଦିନ |,ବର୍ତ୍ତମାନ ଚାରି ଦିନ ପୂର୍ବରୁ |,ବର୍ତ୍ତମାନଠାରୁ ଚାରି ଦିନ |,ତିନି ଦିନ,ତିନି ଦିନ ପୂର୍ବରୁ,ବର୍ତ୍ତମାନଠାରୁ ତିନି ଦିନ,1,1,1,0,0,Eurasia,21,85,oriy1255,ory,Indo-European,Indic,IN,Eg7,Hill Bhuiya,oriy1255,Odia,Indian Subcontinent,6-15%,6-15%,6-15%,16-25%,46-55%,1930,with special reference to the Pauri or Hill Bhuiya,2000000,,50-99,,,,,,,,,,,,
Oromo,kaleessa,har'a,boor,guyyaa,guyyaa kaleessaa duraa,guyyaa boruu itti aanu,guyyaa lama,amma guyyaa lama dura,amma guyyaa lama booda,guyyaa afuriif,amma guyyaa afur dura,guyyaa afur booda,guyyaa sadii,amma guyyaa sadii dura,guyyaa sadii booda,1,1,1,0.5,0,Africa,4.5,38.5,bora1271,gax,Afro-Asiatic,Lowland East Cushitic,KE ET,Ca11,Arusi,bora1271,Borana-Arsi-Guji Oromo,Northeast Tropical Africa,0-5%,6-15%,0-5%,46-55%,36-45%,1890,,,,None,,,,,,,,,,,,
Ossetic,знон,абон,сом,бон,зноны бон(yesterday),райсомы фæстæ бон,дыууæ боны,нырæй дыууæ боны раздæр,дыууæ боны фæстæ,цыппар боны,нырæй цыппар боны раздæр,цыппар боны фæстæ,æртæ боны,нырæй æртæ боны раздæр,æртæ боны фæстæ,1,1,1,0,0,Eurasia,43.18,44.23,osse1243,oss,Indo-European,Iranian,RU GE,,,,,,None,,,,,,,,,,,,,,,,,,,,,
Quechua,qayna punchaw,kunan,paqarin,p’unchaw,qayna punchaw ñawpaq punchaw,paqarin punchawmanta qipa punchaw,iskay punchaw,iskay punchaw ñawpaqtaraq,kunanmanta iskay punchawmanta,tawa punchaw,tawa punchaw ñawpaqtaraq,tawa punchawmanta,kimsa punchaw,kimsa punchaw ñawpaqtaraqmi,kimsa punchawmanta,1,1,1,0,0.5,South America,-8.5,-77.5,chiq1249,qxa,Quechuan,Quechuan,PE,Sf1,Inca,cusc1236,Cusco Quechua,Western South America,0-5%,6-15%,0-5%,16-25%,66-75%,1530,,1500000,1571,5000-50000,,,,,,,,,,,,
Kapampangan,napun,ngeni,bukas,ing aldo,ing aldo bayu napun,ing aldo kaybat ning bukas,aduang aldo,aduang aldo bayu ngeni,aduang aldo kaybat ngeni,apat a aldo,apat a aldo bayu ngeni,apat a aldo manibat ngeni,atlung aldo,atlung aldo bayu ngeni,atlung aldo manibat ngeni,1,1,1,0.5,0.5,Papunesia,15.33333333,120.5,pamp1243,pam,Austronesian,Central Luzon,PH,,,,,,None,,,,,,,,,,,,,,,,,,,,,
Pangasinan,karuman,natan,nabuas,say agew,say agew antis na kahapon,say agew kayari nabuas,duaran agew,duaran agew antis natan,duay agew kayari natan,apatiran agew,apatiran agew antis natan,apatiran agew manlapud natan,taloy agew,taloy agew antis natan,taloy agew manlapud natan,1,1,1,0.5,0.5,Papunesia,15.91666667,120.3333333,pang1290,pag,Austronesian,Northern Luzon,PH,,,,,,None,,,,,,,,,,,,,,,,,,,,,
Bemba,mailo,ilelo,mailo,ubushiku,ubushiku bwakonkelepo,ubushiku bwakonkelepo,inshiku shibili,inshiku shibili ilyo nomba,inshiku shibili panuma ya nomba,inshiku shine,inshiku shine ilyo nomba,inshiku shine ukufuma nomba,inshiku shitatu,inshiku shitatu ilyo nomba,inshiku shitatu ukufuma nomba,1,1,1,0,0,Africa,-10,28.25,bemb1257,bem,Niger-Congo,Bantu,CD,Ac3,Bemba,town1238,Town Bemba,South Tropical Africa,6-15%,6-15%,6-15%,0-5%,66-75%,1900,Zambia branch,100000,1930,100-199,,,,,,,,,,,,
Panjabi (Gurmukhi),ਕੱਲ੍ਹ,ਅੱਜ,ਕੱਲ੍ਹ,ਦਿਨ,ਕੱਲ੍ਹ ਤੋਂ ਇੱਕ ਦਿਨ ਪਹਿਲਾਂ,ਪਰਸੋਂ,ਦੋ ਦਿਨ,ਹੁਣ ਤੋਂ ਦੋ ਦਿਨ ਪਹਿਲਾਂ,ਹੁਣ ਦੋ ਦਿਨ ਬਾਅਦ,ਚਾਰ ਦਿਨ,ਹੁਣ ਤੋਂ ਚਾਰ ਦਿਨ ਪਹਿਲਾਂ,ਹੁਣ ਤੋਂ ਚਾਰ ਦਿਨ,ਤਿੰਨ ਦਿਨ,ਹੁਣ ਤੋਂ ਤਿੰਨ ਦਿਨ ਪਹਿਲਾਂ,ਹੁਣ ਤੋਂ ਤਿੰਨ ਦਿਨ,0.25,1,0.25,0.5,0,Eurasia,31,74,panj1256,pan,Indo-European,Indic,PK IN,Ea13,Punjabi,west2386,Western Panjabi,Indian Subcontinent,0-5%,0-5%,0-5%,16-25%,76-85%,1950,Mohla Village,300,1950,50000,,,,,,,,,,,,
Sanskrit,ह्यः,अद्य,श्वः,दिनम्,श्वः पूर्वदिने,श्वः परदिने,द्वौ दिवसौ,अधुना द्वौ दिवसौ पूर्वं,इदानीं द्वयोः दिवसयोः अनन्तरम्,चतुर्दिनानि,अधुना चतुर्दिनानि पूर्वं,इतः परं चतुर्दिनानि यावत्,त्रयः दिवसाः,अधुना त्रयः दिवसाः पूर्वं,इतः परं त्रयः दिवसाः,1,1,1,0,0,Eurasia,30,75,sans1269,,Indo-European,,,Ef3,Indo-Iranian,sans1269,Sanskrit,Indian Subcontinent,0-5%,6-15%,0-5%,26-35%,56-65%,,,None,,,,,,,,,,,,,,
Sami,ikte,otne,ihttin,beaivvi,ovddit beaivvi,ihttin,guokte beaivvi,guokte beaivvi ovdal dál,guokte beaivvi maŋŋel dál,njeallje beaivvi,njeallje beaivvi ovdal dál,njeallje beaivvi geahčen,golbma beaivvi,golbma beaivvi ovdal dál,golbma beaivvi geahčen,1,1,1,0,0,Eurasia,64.66666667,16.75,sout2674,sma,Uralic,Saami,SE,Cg4,Sami,nort2671,North Saami,Northern Europe,0-5%,16-25%,16-25%,56-65%,0-5%,1950,Konkama District,"	200",1951,50,,,,,,,,,,,,
Samoan,ananafi,aso nei,taeao,le aso,o le aso ua mavae ananafi,o le aso a taeao,lua aso,lua aso ua mavae atu nei,lua aso mulimuli ane nei,fa aso,e fa aso i luma atu o le taimi nei,e fa aso mai le taimi nei,aso e tolu,tolu aso a'o lumana'i nei,tolu aso mai le taimi nei,1,1,1,0.5,0.5,Papunesia,-13.91666667,-171.8333333,samo1305,smo,Austronesian,Oceanic,AS WS,Ii1,American Samoans,samo1305,Samoan,Southwestern Pacific,0-5%,0-5%,26-35%,6-15%,56-65%,1920,with special reference to American Samoa,45000,1926,50-99,,,,,,,,,,,,
Sango,kekereke,laso,kekereke,lango ni .,lango oko kozoni na yenga so ahon .,lango ti peko ti kekereke,lango use,lango use kozoni na fadeso .,lango use na pekoni fadeso .,lango osio,lango osio kozoni na fadeso .,lango osio na pekoni .,lango ota,lango ota kozoni na fadeso .,lango ota na pekoni .,0.25,1,0.25,0,0.5,Africa,5,18,sang1328,sag,Niger-Congo,Ubangi,CF,,,,,,None,,,,,,,,,,,,,,,,,,,,,
Santali,ho̱la,Te̱he̱ń,Gapa,din,teheń khon mit́ din laha,gapa tayom din,bar din,nit khon bar din lahare,bar din tayom nit,pạhil din,nit khon 4 din lahare,nit khon 4 din tayom,te̠ pe̠ din,nit khon pe din lahare,nit khon pe din tayom,1,1,1,0.5,0.5,Eurasia,24.5,87,sant1410,sat,Austroasiatic,Munda,IN,Ef1,Santal,sant1410,Santali,Indian Subcontinent,0-5%,6-15%,6-15%,6-15%,66-75%,1940,,2500000,1931,,,,,,,,,,,,,
Scottish Gaelic,an dè,an diugh,a-màireach,an latha,an latha roimhe an dè,an latha an dèidh a-màireach,dà latha,dà latha roimhe so,dà latha às deidh sin,ceithir làithean,ceithir laithean roimhe so,ceithir laithean o so,tri laithean,tri laithean roimhe so,tri laithean o so,1,1,1,0.5,0.5,Eurasia,57,-4,scot1245,gla,Indo-European,Celtic,GB,,,,,,None,,,,,,,,,,,,,,,,,,,,,
Shan,မိူဝ်ႈဝႃး,မိူဝ်ႈၼႆႉ,မိူဝ်ႈၽုၵ်ႈ,ဝၼ်းထိ,ဝၼ်းမိူဝ်ႈဝႃး,ဝၼ်းမိူဝ်ႈၽုၵ်ႈ,သွင်ဝၼ်း,သွင်ဝၼ်းဢွၼ်တၢင်းမိူဝ်ႈလဵဝ်,ဝၢႆးလင်သွင်ဝၼ်းယၢမ်းလဵဝ်,သီႇဝၼ်း,မိူဝ်ႈဢွၼ်တၢင်း 4 ဝၼ်း,ထႅင်ႈ 4 ဝၼ်း,သၢမ်ဝၼ်း,သၢမ်ဝၼ်းဢွၼ်တၢင်းမိူဝ်ႈလဵဝ်,ထႅင်ႈသၢမ်ဝၼ်း,1,1,1,0.5,0,Eurasia,22,98,shan1277,shn,Sino-Tibetan,Kam-Tai,MM,,,,,,None,,,,,,,,,,,,,,,,,,,,,
Shona,nezuro,nhasi,mangwana,zuva,zuva rakapfuura nezuro,kuswera mangwana,mazuva maviri,mazuva maviri zvisati zvaitika,mazuva maviri gare gare,mazuva mana,mazuva mana zvisati zvaitika,mazuva mana kubva zvino,mazuva matatu,mazuva matatu zvisati zvaitika,mazuva matatu kubva zvino,1,1,1,0.5,0.5,Africa,-18,31,shon1251,sna,Niger-Congo,Bantu,ZW,Ab18,Shona,shon1251,Shona,South Tropical Africa,6-15%,6-15%,6-15%,16-25%,46-55%,1920,with special reference to the Zezuru,700000,1931,100-199,,,,,,,,,,,,
Sicilian,ajeri,oji,dumani,lu jornu,lu jornu prima di ieri,lu jornu doppu dumani,dui jorna,dui jorna prima ora,dui jorna doppu ora,quattru jorna,quattru jorna prima ora,quattru jorna d'ora,tri jorna,tri jorna prima ora,tra ora tra tri jorna,1,1,1,0.5,0.5,Eurasia,37.57,14.04,sici1248,scn,Indo-European,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,
Silesian,wczora,dzisiej,jutro,dziyń,przeddziyń,jutro po jutro,dwa dni,dwa dni wczasnij,dwa dni po teraz,sztyry dni,sztyry dni wczasnij,za sztyry dni,trzi dni,trzi dni wczasnij,ôd trzech dni,1,1,1,0,0,Eurasia,50.97,16.95,"	sile1253",szl,Indo-European,,,,,,,,None,,,,,,,,,,,,,,,,,,,,,
Sindhi,ڪالهه,اڄ,سڀاڻي,ڏينهن,ڪالهه کان اڳ ڏينهن,سڀاڻي کان پوء,ٻه ڏينهن,اڄ کان ٻه ڏينهن اڳ,ٻن ڏينهن کان پوءِ,چار ڏينهن,اڄ کان چار ڏينهن اڳ,هينئر کان چار ڏينهن,ٽي ڏينهن,اڄ کان ٽي ڏينهن اڳ,هينئر کان ٽي ڏينهن,1,1,1,0.5,0,Eurasia,26,69,sind1272,snd,Indo-European,Indic,PK IN,Ea1,Sindhi,sind1272,Sindhi,Indian Subcontinent,0-5%,0-5%,16-25%,26-35%,46-55%,1950,,"	9500000",1961,50000,,,,,,,,,,,,
Somali,shalay,maanta,berrito,maalinta,maalin ka hor shalay,beri ka dib,laba maalmood,laba maalmood ka hor hadda,laba maalmood ka dib hadda,afar maalmood,afar maalmood ka hor hadda,afar maalmood ka dib,saddex maalmood,saddex maalmood ka hor hadda,saddex maalmood ka dib,1,1,1,0.5,0,Africa,3,45,soma1255,som,Afro-Asiatic,Lowland East Cushitic,SO,Ca2,Somali (Dolbahanta),nort3051,Northern Somali,Northeast Tropical Africa,0-5%,0-5%,0-5%,86-100%,6-15%,1950,,,,50,,,,,,,,,,,,
Susu,khoro,too,tina,lOxE,xoro singe,tina xanbi,xi firin,xi firin beenun ya,xi firin dangi xanbi,xi nani,xi nani beenun ya,xi naani bun ma,xi saxan,xi saxan beenun ya,xi saxan bun ma,1,1,1,0,0,Africa,10,-13,susu1250,sus,Niger-Congo,Western Mande,GN,,Susu,susu1250,Susu,West Tropical Africa,0-5%,6-15%,6-15%,16-25%,56-65%,1930,,"	300000",1950,,,,,,,,,,,,,
Sundanese,kamari,kiwari,isukan,poé,poé saméméh kamari,isukan,dua poé,dua dinten sateuacan ayeuna,dua poé sanggeus ayeuna,opat poé,opat dinten sateuacan ayeuna,opat poé ti ayeuna,tilu poé,tilu dinten sateuacan ayeuna,tilu poé ti ayeuna,1,1,1,0.5,0,Papunesia,-7,107,sund1252,sun,Austronesian,Malayo-Sumbawan,ID,,,,,,None,,,,,,,,,,,,,,,,,,,,,
Swati,itolo,lamuhla,kusasa,lilanga,ngelilanga langaphambilini kwayitolo,ngelilanga lelilandzelako,emalanga lamabili,emalanga lamabili ngaphambi kwanyalo,ngemuva kwemalanga lamabili manje,emalanga lamane,emalanga lamane ngaphambi kwanyalo,emalanga lamane kusukela manje,emalanga lamatsatfu,emalanga lamatsatfu ngaphambi kwanyalo,emalanga lamatsatfu kusukela manje,1,1,1,0.5,0.5,Africa,-26.5,31,swat1243,ssw,Niger-Congo,Bantu,ZA SZ,Ab2,Swazi,swat1243,Swati,Southern Africa,6-15%,6-15%,0-5%,16-25%,56-65%,,,"	180000",1946,,,,,,,,,,,,,
Swahili/Kiswahili,jana,leo,kesho,siku,siku moja kabla ya jana,kesho kutwa,siku mbili,siku mbili kabla ya sasa,siku mbili baadaye,siku nne,siku nne kabla ya sasa,siku nne kutoka sasa,siku tatu,siku tatu kabla ya sasa,siku tatu kutoka sasa,1,1,1,0.5,0,Africa,-6.5,39,swah1253,swh,Niger-Congo,Bantu,TZ,,,,,,None,,,,,,,,,,,,,,,,,,,,,
Steppe Mari,кечээ,Таче,эрла,кече,теҥгече ончычсо кече,эрласе кече,кок кече кок кече,ынде кок кече ончыч,ынде кок кече гыч,куд кече,ынде куд кече ончыч,ынде куд кече гыч,кум кече,ынде кум кече ончыч,ынде кум кече гыч,1,1,1,0.5,0,Eurasia,57,48,east2328,mhr,Uralic,Mari,RU,Ch4,Mari,east2328,Eastern Mari,Eastern Europe,0-5%,0-5%,16-25%,26-35%,46-55%,1900,,"	400000",1941,"	400-1000",,,,,,,,,,,,
Tahitian,ʻApaʻau,i teie nei,ananahi,te mahana,te mahana na mua'tu,te mahana i muri a'e ananahi,e piti mahana,e piti mahana na mua ' tu,e piti mahana i muri iho,e maha mahana,e maha mahana na mua ' tu,e maha mahana i muri iho,e toru mahana,e toru mahana na mua ' tu,e toru mahana i muri iho,1,0.25,0.25,0,0.5,Papunesia,-17.66666667,-149.5833333,tahi1242,tah,Austronesian,Oceanic,PF,Ij8,Tahitians,tahi1242,Tahitian,South-Central Pacific,0-5%,0-5%,36-45%,6-15%,46-55%,1900,,None,,,,,,,,,,,,,,
Tamil,நேற்று,இன்று,நாளை,நாள்,நேற்று முன் தினம்,நாளை மறுநாள்,இரண்டு நாட்கள்,இப்போது இரண்டு நாட்களுக்கு முன்பு,இப்போது இரண்டு நாட்களுக்குப் பிறகு,நான்கு நாட்கள்,இப்போது நான்கு நாட்களுக்கு முன்பு,இன்றிலிருந்து நான்கு நாட்கள்,மூன்று நாட்கள்,இப்போது மூன்று நாட்களுக்கு முன்பு,இப்போதிலிருந்து மூன்று நாட்கள்,1,1,1,0.5,0,Eurasia,11,78.5,tami1289,tam,Dravidian,Dravidian,IN LK,,Tamil,tami1289,Tamil,Indian Subcontinent,0-5%,0-5%,16-25%,16-25%,56-65%,1880,,"	3000000",,50000,,,,,,,,,,,,
Tamazight,iḍelli,assa,azekka,ass-nni,ass uqbel iḍelli,ass n uzekka,sin wussan,sin wussan send tura,sin wussan mbeɛd tura,Rebɛa n wussan,Rebɛa wussan send tura,rebɛa wussan seg tura,Kraḍ wussan,Kraḍ wussan send tura,Kraḍ wussan seg tura,1,1,1,0.5,0.5,Africa,27.02,1.86,,tia,Afro-Asiatic,,,Cd7,Beraber,cent2194,Central Moroccan Berber,Northern Africa,0-5%,6-15%,0-5%,36-45%,46-55%,1910,,450000,1925,,,,,,,,,,,,,
Tajik,дируз,имруз,фардо,рӯз,як руз пеш аз дируз,пас аз фардо,ду руз,ду руз пеш аз ин,пас аз ду руз,чор рӯз,чор руз пеш аз ин,пас аз чор руз,се рӯз,се руз пеш аз ин,пас аз се руз,1,1,1,0.5,0.5,Eurasia,38.66666667,70,taji1245,tgk,Indo-European,Iranian,TJ,,,,,,None,,,,,,,,,,,,,,,,,,,,,
Tatar,Кичә,Бүген,иртәгә,көн,кичә,иртәгәдән икенче көн,ике көн,ике көн элек,ике көннән соң,дүрт көн,дүрт көн элек,дүрт көн,өч көн,өч көн элек,өч көннән,1,1,1,0,0.5,Eurasia,56,49.5,tata1255,tat,Altaic,Turkic,RU,ch20,Kazan tatar,midd1325,Central Tatar,Eastern Europe,0-5%,0-5%,0-5%,36-45%,56-65%,1910,,"	675419",1897,50000,,,,,,,,,,,,
Tiv,nyen,nyian,Kpee,iyange la .,iyange i nyian,iyange i kper la,ayange ahar,ayange ahar cii man shighe ne ye .,ayange nga kar ahar yô,ayange anyiin .,ayange anyiin cii man shighe ne ye .,ayange anyiin ken hemen .,ayange atar .,ayange atar cii man shighe ne ye .,ayange atar ken hemen .,1,0.25,0.25,0.5,0,Africa,7.5,9,tivv1240,tiv,Niger-Congo,Tivoid,NG,Ah3,Tiv,tivv1240,Tiv,West Tropical Africa,6-15%,16-25%,6-15%,6-15%,46-55%,,,"	530000",,200-399,,,,,,,,,,,,
Tigrinya,ትማሊ,ሎምዓንቲ,ፅባሕ,እታ መዓልቲ,ቅድሚ ትማሊ ዝነበረ መዓልቲ,ድሕሪ ጽባሕ ዝመጽእ መዓልቲ,ክልተ መዓልቲ,ክልተ መዓልቲ ቅድሚ ሕጂ,ድሕሪ ክልተ መዓልቲ ሕጂ,ኣርባዕተ መዓልቲ,ቅድሚ ሕጂ ኣርባዕተ መዓልቲ,ድሕሪ ኣርባዕተ መዓልቲ,ሰለስተ መዓልቲ,ቅድሚ ሰለስተ መዓልቲ,ድሕሪ ሰለስተ መዓልቲ,1,1,1,0.5,0.5,Africa,14.5,38.5,tigr1271,tir,Afro-Asiatic,Semitic,ET ER,Ca3,Tigrinya,tigr1271,Tigrinya,Northeast Tropical Africa,0-5%,0-5%,0-5%,26-35%,66-75%,1950,,"	1000000",,"	5000-50000",,,,,,,,,,,,
Tswana,maabane,gompieno,kamoso,letsatsi,letsatsi pele ga maabane,morago ga kamoso,malatsi a mabedi,malatsi a mabedi pele ga jaanong,malatsi a mabedi morago ga jaanong,malatsi a le manè,malatsi a le manè pele ga jaanong,malatsi a le mane go tloga jaanong,malatsi a le mararo,malatsi a le mararo pele ga jaanong,malatsi a le mararo go tloga jaanong,1,1,1,0.5,0,Africa,-24,26,tswa1253,tsn,Niger-Congo,Bantu,ZA BW,Ab13,Tswana,tswa1253,Tswana,Southern Africa,0-5%,6-15%,0-5%,36-45%,46-55%,1880,,,,,,,,,,,,,,,,
Tsonga,tolo,namuntlha,mundzuku,siku,siku ra le mahlweni ka tolo,siku leri landzelaka mundzuku,masiku mambirhi,masiku mambirhi emahlweni ka sweswi,masiku mambirhi endzhaku ka sweswi,masiku ya mune,masiku ya mune emahlweni ka sweswi,masiku ya mune ku sukela sweswi,masiku manharhu,masiku manharhu emahlweni ka sweswi,masiku manharhu ku sukela sweswi,1,1,1,0.5,0.5,Africa,-24,32,tson1249,tso,Niger-Congo,Bantu,MZ ZA,,Tsonga,tson1249,Tsonga,South Tropical Africa,0-5%,6-15%,6-15%,26-35%,46-55%,1920,,None,,None,,,,,,,,,,,,
Tetum/Tetun,horiseik,ohin loron,aban,loron,loron antes horisehik,loron tuir mai,loron rua,loron rua antes agora,loron rua hafoin agora,loron haat,loron haat antes agora,loron haat husi agora,loron tolu,loron tolu antes agora,loron tolu husi agora,1,1,1,0.5,0,Papunesia,-9,126,tetu1245,tet,Austronesian,Central Malayo-Polynesian,TL,Ic3,Belu,tetu1245,Tetum,Malesia,0-5%,0-5%,0-5%,26-35%,66-75%,1950,,82000,1952,,,,,,,,,,,,,
Telugu,నిన్న,నేడు,రేపు,రోజు,నిన్నటికి ముందు రోజు,రేపు మరుసటి రోజు,రెండు రోజులు,ఇప్పుడు రెండు రోజుల ముందు,ఇప్పుడు రెండు రోజుల తర్వాత,నాలుగు రోజులు,ఇప్పుడు నాలుగు రోజుల ముందు,ఇప్పటి నుండి నాలుగు రోజులు,మూడు రోజులు,ఇప్పుడు మూడు రోజుల ముందు,ఇప్పటి నుండి మూడు రోజులు,1,1,1,0.5,0,Eurasia,16,79,telu1262,tel,Dravidian,Dravidian,IN,,Telugu,telu1262,Telugu,Indian Subcontinent,0-5%,0-5%,0-5%,26-35%,66-75%,1950,,"	2500",1951,50000,,,,,,,,,,,,
Tongan,aneafi,ahó ni,ʻapongipongi,ko e ʻaho .,ko e 'aho kimu'a 'aneafi .,ko e 'aho hili 'apongipongi .,ʻaho ʻe ua,ʻaho ʻe ua kimuʻa he taimí ni .,ʻaho ʻe ua mei he taimí ni .,ʻaho ʻe fā,ʻaho ʻe fā kimuʻa he taimí ni .,ʻaho ʻe fā mei heni .,ʻaho ʻe tolu .,ʻaho ʻe tolu kimuʻa he taimí ni .,ʻaho ʻe tolu mei heni .,1,1,1,0.5,0.5,Papunesia,-21.16666667,-175.1666667,tong1325,ton,Austronesian,Oceanic,TO,Ii12,Tongans,tong1325,Tonga (Tonga Islands),Southwestern Pacific,0-5%,0-5%,26-35%,6-15%,56-65%,1920,,24000,1921,,,,,,,,,,,,,
Thai,เมื่อวาน,วันนี้,พรุ่งนี้,วันนั้น,วันก่อนวานนี้,วันมะรืนนี้,สองวัน,สองวันก่อนนี้,สองวันหลังจากนั้น,สี่วัน,สี่วันก่อนนี้,สี่วันจากตอนนี้,สามวัน,สามวันก่อนนี้,สามวันจากตอนนี้,1,1,1,1,1,Eurasia,16,101,thai1261,tha,Sino-Tibetan,Kam-Tai,TH,Ej9,Thai,thai1261,Thai,Indo-China,0-5%,0-5%,6-15%,6-15%,76-85%,1940,,10000000,1940,"	1000-5000",,,,,,,,,,,,
Tulu,ಕೋಡೆ,ಇನಿ,ಎಲ್ಲೆ,ದಿನ,ನಿನ್ನೆದ ದುಂಬುದ ದಿನ,ದುಂಬುದ ದಿನ,ರಡ್ಡ್ ದಿನ,ಇತ್ತೆ ರಡ್ಡ್ ದಿನ ದುಂಬು,ಇತ್ತೆ ರಡ್ಡ್ ದಿನೊಡ್ದು ಬೊಕ್ಕ,ನಾಲ್ ದಿನ,ಇತ್ತೆ ನಾಲ್ ದಿನ ದುಂಬು,ಇನಿಡ್ದ್ ನಾಲ್ ದಿನ,ಮೂಜಿ ದಿನ,ಇತ್ತೆ ಮೂಜಿ ದಿನ ದುಂಬು,ಇನಿಡ್ದ್ ಮೂಜಿ ದಿನ,1,1,1,0.5,0,Eurasia,12.75,75.33333333,tulu1258,tcy,Dravidian,Dravidian,IN,,,,,,None,,,,,,,,,,,,,,,,,,,,,
Tumbuka,mayilo,mwahuno,namachelo,zuŵa ilo,Zuŵa lakumanyuma,zuŵa lakulondezgapo machero,mazuŵa ghaŵiri,mazuŵa ghaŵiri pambere sono,panyuma pa mazuŵa ghaŵiri sono,mazuŵa ghanayi,mazuŵa ghanayi pambere sono,mazuŵa ghanayi kufuma sono,mazuŵa ghatatu,mazuŵa ghatatu pambere sono,mazuŵa ghatatu kufuma sono,1,1,1,0,0,Africa,-11.33,33.37,,tum,Niger-Congo,,,Ac36,Tumbuka,tumb1250,Tumbuka,South Tropical Africa,0-5%,16-25%,0-5%,6-15%,66-75%,1920,,"	115000",1945,,,,,,,,,,,,,
Tuvan,дүүн,бо хүн,даарта,хүн,дүүнгү хүн,эртенги хүн,ийи хонук,амдан ийи хонук бурунгаар,ийи хонук эрткенде,дөрт хонук,дөрт хонук бурунгаар,амдан эгелеп дөрт хонук болгаш,үш хонук,үш хонук бурунгаар,үш хонук болгаш,1,1,1,0,0,Eurasia,52,95,tuvi1240,tyv,Altaic,Turkic,RU MN,,,,,,None,,,,,,,,,,,,,,,,,,,,,
